custID,contact,duration,age,region,job,marital,education,default,balance,housing,loan,Equal_balance,Equal_Frequence,Binned_age,response,Flag
2443,3,227,41,7,11,2,1,1,1724,2,1,4,3,3,0,1
2444,3,325,58,2,10,2,2,1,8715,2,1,4,4,4,0,1
2445,3,147,45,1,5,2,3,1,0,2,2,1,2,3,0,0
2447,3,93,42,4,2,2,2,1,553,2,1,3,1,3,0,0
2448,3,83,52,3,2,2,2,1,172,2,1,2,1,4,0,1
2449,3,105,52,3,8,2,2,1,3769,2,1,4,2,4,0,0
2450,3,67,49,4,6,2,1,1,3099,2,1,4,1,4,0,1
2451,3,77,59,5,6,2,2,1,2180,2,1,4,1,4,0,1
2453,3,20,46,5,2,2,2,1,2249,2,1,4,1,3,0,0
2455,3,260,26,3,8,2,2,1,442,2,1,2,3,1,0,1
2456,3,174,46,3,2,2,2,1,2890,2,1,4,2,3,0,1
2457,3,94,59,3,6,2,1,1,6420,2,2,4,1,4,0,1
2458,3,23,43,3,2,2,4,1,28,2,1,1,1,3,0,1
2459,3,334,50,6,2,2,2,1,186,2,1,2,4,4,0,1
2460,3,609,26,4,2,3,2,1,-237,2,1,1,4,1,0,1
2461,3,202,54,2,2,2,4,1,422,2,1,2,3,4,0,0
2462,3,302,44,5,10,1,2,1,210,1,1,2,3,3,0,0
2463,3,121,36,2,1,1,2,1,357,2,1,2,2,2,0,0
2464,3,202,51,4,8,2,4,1,224,2,1,2,3,4,0,1
2465,3,806,59,3,6,2,2,1,3933,2,1,4,4,4,0,1
2466,3,31,42,5,5,2,3,1,2120,2,1,4,1,3,0,1
2467,3,21,41,6,8,2,2,1,-129,2,1,1,1,3,0,1
2468,3,156,43,4,2,2,4,1,3922,2,1,4,2,3,0,0
2469,3,92,40,5,7,2,1,1,107,2,1,2,1,3,0,1
2470,3,128,32,4,10,2,3,1,538,2,1,3,2,1,0,1
2472,3,766,59,3,6,2,2,1,2763,1,1,4,4,4,0,1
2473,3,255,30,5,2,2,2,1,-193,2,2,1,3,1,0,1
2474,3,110,47,3,1,2,2,1,4605,2,1,4,2,3,0,1
2475,3,395,23,5,3,3,1,1,5,2,1,1,4,1,1,1
2476,3,135,44,7,2,2,1,1,27,2,1,1,2,3,0,1
2479,3,139,41,5,10,1,2,1,262,2,2,2,2,3,0,1
2480,3,131,59,5,5,1,1,1,15474,2,1,4,2,4,0,1
2481,3,266,29,1,8,3,1,1,110,2,1,2,3,1,0,1
2483,3,122,49,3,5,2,3,1,465,2,1,2,2,4,0,1
2485,3,60,45,2,5,2,3,1,987,1,1,3,1,3,0,1
2486,3,683,48,3,5,2,3,1,2266,2,1,4,4,3,1,0
2487,3,470,45,1,3,1,3,1,-459,2,1,1,4,3,1,0
2490,3,127,44,3,10,2,3,1,0,2,2,1,2,3,0,1
2491,3,320,46,4,2,3,1,1,413,2,1,2,4,3,0,1
2492,3,145,52,4,1,1,2,1,152,2,2,2,2,4,0,1
2494,3,730,52,3,8,1,2,1,1901,2,1,4,4,4,0,0
2495,3,36,46,3,3,3,3,1,674,2,1,3,1,3,0,0
2496,3,521,54,2,1,1,2,1,2109,1,1,4,4,4,0,1
2497,3,95,49,3,3,1,2,1,185,2,1,2,1,4,0,1
2498,3,120,46,3,5,2,3,1,56,1,1,1,2,3,0,0
2499,3,768,48,3,8,1,1,1,220,2,1,2,4,3,0,1
2500,3,277,43,4,2,2,4,1,-736,2,2,1,3,3,0,1
2501,3,289,50,4,2,2,1,1,6228,1,1,4,3,4,0,1
2502,3,473,44,4,2,2,2,1,553,2,1,3,4,3,0,1
2503,3,133,43,2,11,1,2,1,5207,2,1,4,2,3,0,1
2504,3,459,51,5,1,3,2,1,3642,1,1,4,4,4,0,0
2505,3,129,59,5,6,2,3,1,-1037,2,1,1,2,4,0,0
2506,3,420,52,4,10,2,2,1,13,2,1,1,4,4,0,0
2507,3,386,35,3,1,3,2,1,481,2,1,2,4,2,0,1
2508,3,1001,36,1,2,2,2,1,1355,2,1,3,4,2,1,1
2509,3,76,32,4,8,2,2,1,4464,2,1,4,1,1,0,1
2510,3,488,41,7,2,2,2,1,228,2,1,2,4,3,0,1
2511,3,262,47,5,2,2,1,1,606,2,1,3,3,3,0,1
2512,3,146,45,3,8,2,2,1,407,2,2,2,2,3,0,1
2513,3,503,45,3,2,2,2,1,10093,2,1,4,4,3,0,1
2514,3,170,45,5,3,1,3,1,0,2,1,1,2,3,0,0
2515,3,214,29,6,10,3,2,1,359,2,1,2,3,1,0,1
2516,3,355,36,4,5,2,3,1,145,2,1,2,4,2,0,1
2517,3,194,37,6,2,1,2,1,428,2,1,2,3,2,0,0
2519,3,128,56,5,6,2,2,1,344,2,1,2,2,4,0,1
2520,3,845,52,5,5,2,4,1,2605,2,1,4,4,4,1,1
2521,3,52,57,3,5,2,2,1,1193,2,1,3,1,4,0,1
2522,3,173,54,3,8,2,2,1,1513,2,1,3,2,4,0,0
2524,3,109,24,3,2,3,4,1,13,2,1,1,2,1,0,1
2525,3,853,42,3,7,2,3,1,6,2,1,1,4,3,0,0
2527,3,124,25,6,5,3,3,1,1477,2,1,3,2,1,0,1
2529,3,209,53,6,6,2,2,1,-31,1,1,1,3,4,0,0
2530,3,154,40,3,1,1,2,1,257,2,1,2,2,3,0,1
2531,3,203,27,2,8,3,2,1,385,2,1,2,3,1,0,1
2532,3,813,34,2,5,2,3,1,467,2,1,2,4,2,0,1
2534,3,119,45,5,2,2,2,1,122,2,2,2,2,3,0,0
2535,3,296,27,3,2,2,2,1,0,2,1,1,3,1,0,0
2536,3,916,53,4,6,2,3,1,1966,1,1,4,4,4,0,1
2537,3,60,34,4,10,3,3,1,2,2,1,1,1,2,0,1
2538,3,443,44,3,1,3,4,1,3,2,1,1,4,3,0,1
2539,3,353,46,1,2,2,1,1,464,2,1,2,4,3,0,1
2541,3,262,26,2,10,2,3,1,9,2,2,1,3,1,0,1
2542,3,431,31,4,1,3,2,1,174,2,2,2,4,1,0,0
2543,3,358,35,7,8,2,2,1,-431,2,1,1,4,2,0,0
2546,3,753,37,3,3,1,2,1,203,2,2,2,4,2,1,1
2547,3,708,57,5,6,2,3,1,4152,1,1,4,4,4,0,1
2548,3,265,41,2,2,2,1,1,1320,2,1,3,3,3,0,1
2549,3,434,55,5,1,1,4,1,917,2,1,3,4,4,0,1
2550,3,59,51,5,1,1,2,1,2552,2,1,4,1,4,0,0
2551,3,805,27,6,2,3,2,1,1524,2,1,3,4,1,0,1
2553,3,19,39,4,1,3,2,1,16,2,2,1,1,2,0,1
2556,3,31,29,1,2,1,4,1,20,2,1,1,1,1,0,1
2557,3,213,51,4,10,2,2,1,538,2,1,3,3,4,0,0
2559,3,342,50,3,11,2,2,1,4044,2,1,4,4,4,0,1
2560,3,172,56,4,3,2,4,1,102,2,1,2,2,4,0,1
2561,3,160,28,4,2,2,2,1,74,2,1,1,2,1,0,1
2562,3,535,51,6,5,2,3,1,42,2,1,1,4,4,0,1
2563,3,514,54,5,4,2,2,1,49,2,1,1,4,4,0,1
2564,3,276,47,3,2,2,1,1,131,2,1,2,3,3,0,0
2565,3,176,49,5,7,2,2,1,416,2,2,2,2,4,0,1
2566,3,20,46,5,2,1,1,1,319,2,1,2,1,3,0,0
2568,3,390,45,3,1,2,2,1,1145,2,1,3,4,3,0,1
2569,3,245,31,6,2,2,1,1,94,2,1,2,3,1,0,1
2570,3,151,53,2,1,1,2,1,688,2,1,3,2,4,0,1
2571,3,144,60,3,1,1,4,1,920,2,1,3,2,4,0,1
2572,3,901,55,3,6,2,2,1,823,2,1,3,4,4,0,1
2573,3,123,54,4,10,1,2,1,59,2,1,1,2,4,0,1
2574,3,204,46,5,2,2,1,1,0,2,1,1,3,3,0,1
2576,3,188,34,3,1,2,2,1,40,2,1,1,3,2,0,1
2577,3,332,51,2,10,2,2,1,14024,2,1,4,4,4,0,1
2579,3,178,55,6,10,2,2,1,8091,2,2,4,2,4,0,1
2580,3,92,44,3,5,2,3,1,147,2,1,2,1,3,0,0
2581,3,318,25,4,8,3,2,1,63,2,1,1,3,1,0,1
2582,3,94,36,4,2,2,2,1,434,2,1,2,1,2,0,1
2583,3,139,33,5,2,2,2,1,353,2,1,2,2,1,0,1
2585,3,188,43,7,2,1,1,1,49,1,1,1,3,3,0,1
2586,3,54,46,4,5,2,3,1,719,2,1,3,1,3,0,1
2587,3,29,53,4,2,2,2,1,1826,2,1,4,1,4,0,0
2589,3,95,57,4,5,1,4,1,0,1,1,1,1,4,0,0
2590,3,227,31,4,2,3,2,1,-866,2,1,1,3,1,0,0
2591,3,190,54,4,8,2,2,1,102,2,1,2,3,4,0,1
2597,3,93,32,5,1,1,2,1,1873,2,2,4,1,1,0,1
2598,3,119,44,5,10,3,3,1,706,2,1,3,2,3,0,1
2599,3,297,44,5,2,2,1,1,349,2,1,2,3,3,0,1
2601,3,179,49,3,8,2,2,1,295,2,1,2,2,4,0,0
2602,3,342,44,5,10,2,2,1,4407,2,1,4,4,3,0,0
2605,3,190,51,4,2,1,3,1,299,2,1,2,3,4,0,1
2606,3,354,59,4,6,1,1,1,748,2,1,3,4,4,0,1
2609,3,91,57,4,2,2,1,1,1698,1,1,4,1,4,0,1
2610,3,77,42,3,5,2,2,1,-37,2,1,1,1,3,0,0
2611,3,280,40,5,8,2,1,1,1299,2,1,3,3,3,0,1
2614,3,184,51,5,5,2,3,1,1409,2,1,3,3,4,0,1
2615,3,43,48,5,5,2,3,1,2579,2,1,4,1,3,0,1
2616,3,108,48,4,2,2,2,1,820,1,1,3,2,3,0,1
2617,3,253,42,5,2,1,1,1,348,2,1,2,3,3,0,1
2618,3,195,48,5,3,2,3,1,364,2,1,2,3,3,0,1
2619,3,46,49,5,5,2,3,1,14514,2,2,4,1,4,0,1
2622,3,299,32,3,2,3,2,1,2256,2,2,4,3,1,0,0
2624,3,97,44,5,8,1,2,1,0,2,2,1,1,3,0,1
2625,3,169,53,5,1,1,2,1,1031,2,1,3,2,4,0,1
2626,3,119,43,3,2,2,1,1,20,2,1,1,2,3,0,1
2628,3,60,48,6,5,2,3,1,569,2,1,3,1,3,0,1
2630,3,65,41,6,2,1,2,1,16,2,2,1,1,3,0,0
2631,3,129,26,3,5,2,3,1,1780,2,1,4,2,1,0,0
2632,3,481,26,4,2,2,2,1,3614,2,1,4,4,1,0,1
2633,3,215,52,5,1,1,2,1,30,2,1,1,3,4,0,1
2636,3,531,27,5,2,2,1,2,-684,1,1,1,4,1,0,1
2637,3,65,31,2,8,2,2,1,480,2,1,2,1,1,0,1
2639,3,788,58,1,6,2,1,1,224,2,2,2,4,4,0,1
2641,3,431,32,4,2,2,2,1,422,2,1,2,4,1,0,1
2642,3,851,33,5,2,2,1,1,-356,2,2,1,4,1,0,0
2645,3,92,47,4,10,2,2,1,522,2,2,3,1,3,0,1
2647,3,181,41,2,5,2,1,1,-5,2,2,1,3,3,0,0
2648,3,159,30,4,5,3,3,1,724,2,1,3,2,1,0,0
2653,3,165,52,3,3,2,4,1,0,2,1,1,2,4,0,1
2655,3,163,43,4,2,2,1,1,2380,2,1,4,2,3,0,1
2656,3,210,24,1,1,3,2,1,590,2,1,3,3,1,0,1
2657,3,165,24,2,2,2,1,1,-497,2,1,1,2,1,0,1
2658,3,331,25,1,2,2,2,1,62,2,1,1,4,1,0,0
2660,3,185,31,4,2,2,2,1,956,2,1,3,3,1,0,1
2661,3,295,31,5,10,3,2,1,987,2,2,3,3,1,0,1
2663,3,274,52,5,2,2,2,1,187,2,1,2,3,4,0,0
2664,3,151,25,3,10,3,3,1,930,2,1,3,2,1,0,1
2667,3,164,31,2,10,2,3,1,0,2,2,1,2,1,0,1
2668,3,437,43,3,3,2,2,1,69,1,1,1,4,3,0,1
2669,3,139,57,3,2,2,1,1,526,2,1,3,2,4,0,1
2670,3,267,30,4,4,3,2,1,57,2,1,1,3,1,0,1
2671,3,165,23,4,2,2,1,1,-248,1,1,1,2,1,0,1
2672,3,175,53,3,2,1,1,1,2880,2,1,4,2,4,0,0
2673,3,198,44,4,7,2,2,1,307,2,1,2,3,3,0,1
2674,3,220,48,3,10,2,2,1,4959,2,1,4,3,3,0,1
2675,3,168,59,6,6,1,3,1,650,2,1,3,2,4,0,1
2677,3,291,60,3,6,2,2,1,1077,2,1,3,3,4,0,1
2678,3,187,42,4,8,2,2,1,806,2,1,3,3,3,0,1
2679,3,194,44,4,5,3,3,1,11577,2,1,4,3,3,0,1
2680,3,379,50,7,5,3,3,1,1512,2,1,3,4,4,0,1
2681,3,151,54,4,6,2,2,1,3053,1,1,4,2,4,0,1
2684,3,232,37,2,10,2,2,1,594,2,1,3,3,2,0,0
2685,3,647,55,5,6,2,2,1,573,2,1,3,4,4,0,1
2688,3,50,49,4,5,2,3,1,855,2,1,3,1,4,0,1
2689,3,87,28,3,2,2,1,1,17,2,1,1,1,1,0,0
2691,3,241,31,2,2,2,1,1,757,2,1,3,3,1,0,1
2692,3,205,49,5,4,1,1,1,230,2,1,2,3,4,0,0
2693,3,318,59,3,2,2,4,1,-323,2,1,1,3,4,0,1
2694,3,109,34,3,2,2,2,1,-116,2,1,1,2,2,0,1
2696,3,209,38,3,2,2,1,1,0,1,1,1,3,2,0,1
2697,3,83,41,5,8,2,2,1,126,2,2,2,1,3,0,0
2698,3,227,44,3,2,2,1,1,717,2,1,3,3,3,0,1
2699,3,271,31,5,8,3,2,1,600,2,1,3,3,1,0,0
2700,3,326,35,3,2,2,1,1,13,2,1,1,4,2,0,1
2701,3,389,37,3,1,2,2,1,1193,2,1,3,4,2,0,1
2702,3,273,58,3,1,2,2,1,4227,1,1,4,3,4,0,1
2703,3,264,24,6,2,2,2,1,37,1,1,1,3,1,0,1
2704,3,1106,35,3,2,3,1,1,-143,2,1,1,4,2,0,1
2705,3,73,33,6,2,1,2,1,-277,2,1,1,1,1,0,1
2708,3,87,41,4,2,2,1,1,3651,2,1,4,1,3,0,1
2709,3,122,33,3,2,2,3,1,257,2,1,2,2,1,0,1
2710,3,945,35,3,2,1,1,1,349,2,1,2,4,2,1,1
2711,3,288,57,3,6,1,1,1,599,2,1,3,3,4,0,1
2712,3,50,40,4,10,2,1,1,952,2,1,3,1,3,0,1
2713,3,816,36,5,2,2,2,1,840,2,1,3,4,2,0,1
2717,3,232,41,4,5,1,3,1,1833,2,1,4,3,3,0,0
2718,3,124,38,4,5,2,3,1,300,2,1,2,2,2,0,1
2719,3,326,39,5,2,2,1,1,369,2,1,2,4,2,0,1
2722,3,351,33,3,2,2,2,1,177,2,1,2,4,1,0,0
2723,3,171,45,6,2,2,2,1,2824,2,1,4,2,3,0,1
2725,3,104,57,5,2,2,1,1,1572,2,1,3,2,4,0,1
2726,3,163,27,6,11,3,3,1,43,2,1,1,2,1,0,1
2727,3,492,25,4,10,3,3,1,744,2,1,3,4,1,0,1
2728,3,25,38,5,2,2,4,1,131,1,1,2,1,2,0,1
2729,3,152,28,2,10,3,2,1,544,2,1,3,2,1,0,0
2730,3,109,33,4,8,2,2,1,214,2,1,2,2,1,0,0
2731,3,1032,44,3,2,3,2,1,736,2,1,3,4,3,0,1
2732,3,65,57,3,1,2,2,1,8,2,1,1,1,4,0,1
2733,3,194,46,2,2,3,2,1,66,2,1,1,3,3,0,1
2734,3,360,57,4,10,1,2,1,0,2,1,1,4,4,0,0
2735,3,96,42,5,2,1,1,1,487,2,2,2,1,3,0,0
2737,3,323,39,4,3,2,2,1,674,2,1,3,4,2,0,1
2738,3,332,27,5,2,2,2,1,421,2,1,2,4,1,0,0
2739,3,735,42,4,5,2,2,1,50,2,1,1,4,3,0,1
2741,3,46,42,4,1,3,2,1,283,2,1,2,1,3,0,1
2742,3,158,48,5,2,2,1,1,10470,1,1,4,2,3,0,1
2743,3,73,57,2,8,3,2,1,2600,2,1,4,1,4,0,1
2746,3,139,55,3,6,2,2,1,219,1,1,2,2,4,0,1
2749,3,313,25,5,1,3,2,2,62,2,1,1,3,1,0,1
2750,3,137,38,3,5,1,3,1,636,2,1,3,2,2,0,0
2751,3,22,46,3,6,2,1,1,1598,1,2,3,1,3,0,1
2752,3,328,48,6,10,2,4,1,78,2,1,1,4,3,0,1
2754,3,97,52,5,10,2,2,1,0,1,1,1,1,4,0,1
2755,3,123,27,7,2,3,2,2,-2,2,2,1,2,1,0,1
2756,3,219,29,2,2,2,2,1,27,2,1,1,3,1,0,1
2758,3,103,30,3,2,3,2,2,520,1,1,2,1,1,0,1
2759,3,200,50,4,1,2,2,1,2229,2,1,4,3,4,0,0
2760,3,133,58,4,2,2,4,1,5664,2,1,4,2,4,0,1
2763,3,211,44,5,3,2,2,1,0,1,1,1,3,3,0,1
2764,3,72,27,4,2,3,2,1,16,1,1,1,1,1,0,1
2765,3,133,35,6,10,2,2,1,805,2,2,3,2,2,0,1
2767,3,287,31,0,2,2,1,1,687,2,1,3,3,1,0,1
2768,3,942,52,4,4,2,2,1,4562,2,1,4,4,4,1,1
2771,3,387,41,3,10,2,2,1,119,2,2,2,4,3,0,1
2772,3,146,54,1,10,1,2,1,520,2,1,2,2,4,0,1
2773,3,160,46,4,2,2,2,1,2466,2,1,4,2,3,0,0
2774,3,70,48,5,2,2,1,1,5993,2,1,4,1,3,0,1
2775,3,466,31,5,1,2,2,1,457,2,1,2,4,1,0,0
2778,3,381,56,3,7,2,3,1,1013,2,1,3,4,4,0,1
2780,3,476,53,5,10,1,1,1,1678,2,1,4,4,4,1,1
2781,3,178,31,5,1,2,2,1,874,2,1,3,2,1,0,1
2783,3,231,51,4,10,2,4,1,666,2,2,3,3,4,0,1
2785,3,145,48,6,5,2,1,1,287,2,2,2,2,3,0,1
2787,3,282,34,5,10,3,2,1,351,2,1,2,3,2,0,0
2788,3,74,50,5,1,2,2,1,856,2,1,3,1,4,0,1
2789,3,73,46,6,2,2,1,1,0,2,1,1,1,3,0,0
2790,3,220,54,6,2,2,2,1,619,2,1,3,3,4,0,1
2792,3,316,55,6,2,1,2,1,8579,1,1,4,3,4,0,1
2793,3,451,47,5,2,2,1,1,5426,1,1,4,4,3,0,1
2796,3,311,46,4,2,2,2,1,7076,2,2,4,3,3,0,0
2797,3,202,39,6,10,2,2,2,-213,2,1,1,3,2,0,1
2799,3,168,40,5,2,2,2,1,35,2,1,1,2,3,0,1
2800,3,832,48,6,2,1,1,1,28,2,1,1,4,3,1,1
2801,3,230,53,3,10,1,2,1,607,2,1,3,3,4,0,1
2802,3,200,40,5,10,2,2,1,895,2,1,3,3,3,0,0
2803,3,170,54,4,2,2,2,1,1498,2,1,3,2,4,0,1
2804,3,142,46,4,10,2,2,1,1197,2,1,3,2,3,0,1
2806,3,421,50,2,2,1,2,1,237,2,2,2,4,4,0,1
2807,3,278,59,5,6,1,1,1,1784,2,1,4,3,4,0,1
2808,3,179,44,4,8,3,2,1,0,2,1,1,2,3,0,0
2809,3,238,42,5,5,2,3,1,1020,2,1,3,3,3,0,1
2810,3,110,52,1,5,2,2,1,556,2,1,3,2,4,0,0
2811,3,138,30,4,5,3,3,1,1314,2,1,3,2,1,0,1
2815,3,106,53,7,2,2,1,1,1042,2,1,3,2,4,0,1
2816,3,217,55,3,1,2,2,1,386,2,1,2,3,4,0,1
2818,3,824,35,5,10,2,2,1,59,2,1,1,4,2,0,1
2819,3,243,52,4,2,3,2,1,1792,2,1,4,3,4,0,0
2820,3,150,40,2,5,2,3,1,480,2,1,2,2,3,0,1
2821,3,238,42,5,1,2,2,1,3088,2,1,4,3,3,0,1
2823,3,148,42,7,1,1,2,1,170,2,1,2,2,3,0,1
2824,3,159,40,4,1,2,2,1,178,2,1,2,2,3,0,1
2825,3,108,41,5,8,2,2,1,5238,2,1,4,2,3,0,0
2826,3,124,57,3,5,2,3,1,0,2,1,1,2,4,0,1
2827,3,452,45,4,1,2,2,1,605,2,1,3,4,3,0,1
2828,3,114,47,6,5,2,1,1,4827,2,1,4,2,3,0,1
2829,3,125,40,5,11,2,2,1,3933,2,1,4,2,3,0,1
2830,3,622,33,5,10,3,2,1,303,2,1,2,4,1,0,1
2831,3,153,49,6,3,2,2,1,1349,2,1,3,2,4,0,1
2832,3,1328,39,5,5,1,3,1,601,2,2,3,4,2,1,0
2833,3,686,50,5,8,2,2,1,3437,2,1,4,4,4,0,0
2834,3,80,60,3,6,1,1,1,1543,2,2,3,1,4,0,0
2835,3,435,53,5,10,2,2,1,9787,2,1,4,4,4,0,1
2836,3,300,58,3,6,2,2,1,-200,2,1,1,3,4,0,0
2837,3,203,52,5,8,2,2,1,2624,2,1,4,3,4,0,0
2838,3,121,42,6,1,3,2,1,322,2,1,2,2,3,0,0
2839,3,71,42,6,2,2,2,1,1049,2,1,3,1,3,0,0
2840,3,78,43,6,10,2,2,1,247,2,1,2,1,3,0,0
2841,3,534,51,4,1,2,2,1,597,2,1,3,4,4,0,1
2842,3,243,53,4,12,1,3,1,2642,2,1,4,3,4,0,0
2844,3,253,42,2,5,2,3,1,1,1,1,1,3,3,0,0
2845,3,127,40,3,10,2,2,1,585,2,1,3,2,3,0,1
2846,3,1125,59,3,6,2,2,1,1769,2,2,4,4,4,1,1
2847,3,282,59,2,6,2,2,1,2926,2,2,4,3,4,0,0
2849,3,158,25,2,12,3,4,1,383,2,1,2,2,1,0,1
2850,3,267,59,4,2,2,1,1,301,2,2,2,3,4,0,0
2852,3,110,42,6,5,2,3,1,-814,2,1,1,2,3,0,1
2853,3,456,37,5,2,2,2,1,18373,2,1,4,4,2,0,0
2854,3,78,40,4,2,2,1,1,9106,2,1,4,1,3,0,1
2856,3,429,41,3,2,2,2,1,-79,2,1,1,4,3,0,0
2857,3,483,60,4,10,2,2,1,3069,2,1,4,4,4,0,1
2858,3,213,42,6,1,1,2,1,1251,2,1,3,3,3,0,1
2859,3,51,48,7,2,2,1,1,679,2,1,3,1,3,0,1
2860,3,44,43,2,2,2,2,1,3147,2,2,4,1,3,0,1
2861,3,164,47,4,2,2,1,1,1505,2,1,3,2,3,0,1
2862,3,166,40,4,7,2,1,1,897,2,1,3,2,3,0,1
2863,3,220,55,2,11,1,2,1,329,2,2,2,3,4,0,1
2865,3,452,54,2,5,2,3,1,13,1,1,1,4,4,0,1
2867,3,87,41,4,2,2,2,1,393,2,1,2,1,3,0,1
2868,3,97,53,4,2,2,2,1,6628,2,1,4,1,4,0,0
2869,3,116,46,4,1,2,2,1,3521,2,2,4,2,3,0,1
2870,3,120,45,1,3,2,1,1,2812,2,1,4,2,3,0,1
2871,3,629,48,3,2,2,2,1,1634,2,1,3,4,3,1,0
2872,3,198,44,2,8,3,2,1,0,2,1,1,3,3,0,1
2873,3,262,47,6,2,2,2,1,3227,1,1,4,3,3,0,1
2874,3,179,49,3,2,2,2,1,710,2,2,3,2,4,0,1
2876,3,156,54,8,2,2,1,1,1966,2,1,4,2,4,0,1
2877,3,201,48,5,10,2,2,1,497,1,1,2,3,3,0,1
2878,3,159,30,5,2,2,2,1,1091,2,1,3,2,1,0,1
2881,3,229,42,6,2,3,2,1,28,1,1,1,3,3,0,1
2882,3,126,48,6,10,2,2,1,8573,2,1,4,2,3,0,0
2883,3,704,40,5,1,2,2,1,1785,2,1,4,4,3,1,1
2884,3,164,47,6,2,2,1,1,2,2,2,1,2,3,0,1
2885,3,339,47,3,1,2,2,1,964,2,2,3,4,3,0,1
2886,3,461,33,4,2,3,2,1,191,2,1,2,4,1,0,1
2887,3,188,54,2,2,2,2,1,2052,2,1,4,3,4,0,0
2888,3,546,46,3,2,2,2,1,2015,2,1,4,4,3,0,0
2889,3,171,53,3,6,2,1,1,445,2,1,2,2,4,0,1
2890,3,351,25,5,10,3,3,1,903,2,1,3,4,1,0,0
2891,3,94,50,3,5,2,2,1,0,2,1,1,1,4,0,1
2893,3,429,53,6,5,2,3,1,5170,2,1,4,4,4,0,1
2894,3,249,41,3,2,2,2,1,1073,2,1,3,3,3,0,1
2895,3,568,41,3,1,2,2,1,1522,2,1,3,4,3,0,1
2896,3,299,42,3,5,2,3,1,1558,2,1,3,3,3,0,0
2899,3,211,43,6,2,2,1,1,1031,2,1,3,3,3,0,0
2900,3,77,55,3,5,2,3,1,26964,2,1,4,1,4,0,1
2901,3,283,40,4,1,2,2,1,1174,2,1,3,3,3,0,1
2904,3,91,46,4,2,2,1,1,1662,2,1,4,1,3,0,1
2905,3,32,57,5,6,1,1,1,2836,2,1,4,1,4,0,1
2906,3,139,49,4,3,2,2,1,405,2,1,2,2,4,0,1
2907,3,347,49,4,1,2,2,1,450,2,1,2,4,4,0,1
2908,3,152,41,3,2,3,1,1,26,2,1,1,2,3,0,1
2909,3,869,42,4,7,2,1,1,4234,2,1,4,4,3,0,1
2910,3,339,42,5,5,3,2,1,2948,2,1,4,4,3,0,1
2911,3,267,49,3,10,2,1,1,2184,2,1,4,3,4,0,0
2913,3,153,34,4,11,3,2,1,10,2,1,1,2,2,0,1
2914,3,28,47,4,2,2,1,1,584,2,1,3,1,3,0,1
2916,3,215,45,4,10,2,2,1,3948,2,1,4,3,3,0,1
2919,3,322,43,4,11,3,1,1,812,2,1,3,4,3,0,0
2920,3,189,40,3,2,1,2,1,2953,2,1,4,3,3,0,1
2922,3,224,40,5,10,2,2,1,909,2,1,3,3,3,0,1
2923,3,160,41,6,2,2,1,1,2438,2,1,4,2,3,0,1
2924,3,143,44,6,2,3,4,1,-117,2,1,1,2,3,0,1
2925,3,191,57,4,1,1,1,1,730,2,2,3,3,4,0,0
2926,3,833,42,4,10,2,2,1,0,2,1,1,4,3,0,1
2927,3,356,57,4,8,2,2,1,7993,2,1,4,4,4,0,1
2929,3,57,45,3,2,2,1,1,1966,2,1,4,1,3,0,1
2930,3,930,60,4,6,2,1,1,1793,2,1,4,4,4,1,1
2932,3,208,49,5,2,2,1,1,13159,2,1,4,3,4,0,1
2936,3,129,56,5,2,2,2,1,1642,2,1,3,2,4,0,1
2938,3,181,41,5,2,2,2,1,273,2,1,2,3,3,0,0
2939,3,125,48,4,5,2,3,1,24091,2,1,4,2,3,0,1
2940,3,225,41,4,10,2,2,1,1213,2,2,3,3,3,0,1
2941,3,829,41,1,8,2,2,1,1035,2,1,3,4,3,0,1
2944,3,87,40,4,2,2,2,1,1527,1,1,3,1,3,0,1
2946,3,438,28,4,5,3,3,1,388,2,1,2,4,1,0,1
2947,3,387,44,5,7,1,2,1,93,2,2,2,4,3,0,1
2948,3,100,44,2,10,3,2,1,-31,2,2,1,1,3,0,1
2949,3,413,32,3,2,3,2,1,2657,2,1,4,4,1,0,1
2950,3,521,53,2,5,2,3,1,224,1,1,2,4,4,0,0
2952,3,191,57,1,6,2,3,1,1372,2,2,3,3,4,0,1
2953,3,521,42,3,2,2,1,1,587,2,1,3,4,3,0,0
2955,3,345,46,7,2,2,2,1,283,2,2,2,4,3,0,0
2956,3,1028,40,3,10,3,4,1,4247,2,1,4,4,3,1,1
2957,3,566,46,5,10,1,2,1,4017,2,1,4,4,3,0,1
2959,3,314,52,6,2,3,1,1,2353,2,1,4,3,4,0,1
2960,3,214,50,5,5,2,2,1,0,2,1,1,3,4,0,0
2961,3,248,57,2,6,2,2,1,-258,1,1,1,3,4,0,1
2962,3,246,28,5,2,2,2,1,1440,2,1,3,3,1,0,0
2963,3,136,46,4,2,2,2,1,38,2,1,1,2,3,0,1
2967,3,784,36,2,5,3,3,1,-44,2,1,1,4,2,0,1
2968,3,93,37,5,10,2,3,2,0,2,1,1,1,2,0,0
2969,3,57,41,6,3,2,3,1,257,2,1,2,1,3,0,0
2970,3,160,43,6,2,2,2,1,1290,2,1,3,2,3,0,1
2971,3,210,40,2,3,2,2,1,1647,2,1,3,3,3,0,0
2972,3,222,40,7,3,2,2,1,307,2,1,2,3,3,0,1
2973,3,21,45,5,2,2,2,1,164,2,2,2,1,3,0,1
2974,3,222,44,3,2,2,2,1,2260,2,1,4,3,3,0,1
